title,channel_id,description,subscriber_count,view_count,normalized_subscribers,normalized_views
AUDIOLIBROS ECONOMIA Y FINANZAS ,UCZa-aJt-HQl7TP33FLsXtQw,"Nuestra meta es orientarte con las herramientas que Tú NECESITAS, para poder alcanzar eso que tanto deseas comprender, y es una correcta administración de tus finanzas y, hoy por hoy, existen diversas maneras que te lo facilitan y es por ello que ponemos a tu disposición gran variedad de audiolibros y material audiovisual  los cuales te permitirán comprender mejor TUS FINANZAS

 DESCARGO DE RESPONSABILIDAD: es imparte que verifiques por ti mismos y con un especialista de tu confianza a la hora de hacer tus inversiones, en este canal solo te ofreceremos una guía para que puedas ordenar tus ideas, pero tú eres EL RESPONSABLE DE TUS FINANZAS Los audiolibros son, normalmente, más baratos que los libros tradicionales y además se pueden descargar fácilmente. …
EN ESTE CANAL TENDREMOS A TU DISPOSICIÓN LOS MEJORES LIBRO CON LOS MEJORES NARRADORES  GRATIS 
",3720,249125,0.004021621621621622,0.0032585192145509635
ES Economía y Finanzas ,UCOodFmKeyYAyD7MLXHSg1uA,"Bienvenidos a mi canal dedicado a Finanzas y Economía de El Salvador y el mundo.

Suscríbete. Videos todos los días.

""La perseverancia es la única que puede hacer la diferencia entre el fracaso y el éxito""
",0,2,0.0,2.6159712710895845e-08
Ministerio de Economía y Finanzas del Perú,UCHIuXXO2ZLocViLR3Ir2uaQ,"Trabajamos para reactivar la economía, fomentando la inversión pública y privada que promueva más oportunidades para todos. #ConPunchePerú",62800,2737595,0.06789189189189189,0.035807349359392456
Dani Fernandez: canal economia,UCi7B3XBQ5NswO-tawUGMCOA,Canal de vídeos de economía y temas relacionados con el liberalismo clásico.,12100,664738,0.01308108108108108,0.00869467755400774
Moconomy - Economía y Finanzas,UCkcpcQv9rKFqWRO5ocqKZPg,"Moconomy® muestra documentales sobre negocios y finanzas.


COPYRIGHT / IMPORTANT: All Rights Reserved! All of the films published by us are legally licensed. We have acquired the rights (at least for specific territories) from the rightholders by written contract. If you have questions please send an email to: info[at]moconomy.tv, Moconomy GmbH, www.moconomy.tv.",238000,34096980,0.2572972972972973,0.4459836005545807
Economía y Finanzas,UC1dCE541duT46AYjLu-fk6w,"Economía y Finanzas es un canal especializado en temas económicos y financieros.

En este canal valoramos la importancia de las matemáticas y la estadística para explicar los fenómenos económicos y financieros.



",1,46,1.0810810810810812e-06,6.016733923506044e-07
DR Finanzas,UCy4fRy232xU8DSLT7Fbf82g,"Un canal creado para fomentar la educación financiera, aprender de finanzas personales, finanzas corporativas, finanzas públicas etc.
Además aprende de contabilidad, economía y excel. 
Tutoriales, cursos y clases para crecer tu formación.",2420,256651,0.002616216216216216,0.0033569582134820647
Economía y Finanzas,UC7BUaNVu-07w_rA2e1CCm4w,Sin descripción,0,90,0.0,1.177187071990313e-06
Economía y Finanzas,UClQpqnV5TIr8TFhoFeAs8rg,"Economía y Finanzas transmite documentales y otros videos sobre temas económicos, de negocios e inversiones.",0,4,0.0,5.231942542179169e-08
Eduardo Rosas - Finanzas Personales,UCBxr1muciHdRtlygUhruARw,"Con un grado en Finanzas y Banca, estudiando la maestría en Planeación Financiera, pero sobre todo una curiosidad enorme sobre las cosas que puedo hacer para mejorar mis finanzas personales, he aprendido sobre tantas cosas que todos deberíamos saber.
Todos deberíamos de recibir una educación financiera, saber cómo asegurar nuestro futuro, el futuro de quienes amamos, conocer las herramientas que nos permitirán lograr lo que nos planeamos ¡y disfrutar el proceso!
Por eso creé este canal, para compartir todo lo que voy aprendiendo y con un poco de suerte mejorar las finanzas personales de algunas personas (¡como tú!)",925000,76453439,1.0,1.0
ECONOMIA Y FINANZAS PERSONALES,UCp-1n_ih0NSn88bMYI-86ZA,"HOLA AMIGOS 👋 SOY JAVIER CASSAB

BIENVENIDOS A MI CANAL "" ECONOMIA Y FINANZAS PERSONALES""

EN ESTE CANAL ENCONTRARAN TUTORIARES  SOBRE TRANFERENCIAS BANCARIAS DE DIFERENTES ENTIDADES, ASI COMO INFORMACIÓN RELACIONADA CON CUENTAS Y MUCHO MAS !!


https://www.youtube.com/@economiayfinanzas6998",911,285426,0.0009848648648648648,0.0037333310801100786
Economia Y Finanzas,UCberV5zcMrFyGYg05TBowkw,"""¡Bienvenidos a [Alan_Economía]! Aquí encontrarás una fuente inagotable de conocimientos y consejos para potenciar tu crecimiento personal y alcanzar tus metas financieras. Nuestro canal se centra en tres pilares fundamentales: desarrollo personal, economía y finanzas.

🌟 Desarrollo Personal: Exploraremos estrategias para mejorar tu autoestima, establecer metas claras, superar obstáculos y cultivar una mentalidad positiva. Creemos que el crecimiento personal es el primer paso para lograr el éxito en cualquier aspecto de la vida.

💰 Economía: Sumérgete en el fascinante mundo de la economía, donde desentrañaremos los conceptos clave que afectan tu vida cotidiana. Analizaremos las tendencias económicas, el impacto de las políticas gubernamentales y cómo tomar decisiones financieras inteligentes.

💡 Finanzas: La gestión financiera es esencial para alcanzar tus objetivos. Te brindaremos herramientas prácticas para presupuestar, ahorrar, invertir y construir tu patrimonio. Éxitos Con Diós",4,63,4.324324324324325e-06,8.240309503932191e-07
Juan Mancera - Economía y Finanzas,UCAu9NAiSjA9luIhXBGxJO0A,"La economía y las finanzas son campos sumamente emocionantes. El problema es que muchas veces es difícil entender o unir las piezas de información que hay dispersas entre los libros, la escuela y los distintos medios. 
En este canal encontrarás videos con cursos, explicaciones y opiniones sobre los temas más importantes de economía y finanzas, de una manera sencilla de entender.
¡Suscríbete para acompañarme a navegar por este enorme mar de temas!
",623,43901,0.0006735135135135135,0.0005742187738605192
ECONOMÍA Y FINANZAS,UCOVzzbNYpRQvSGRODJiEwPA,Sin descripción,0,221,0.0,2.8906482545539907e-06
Mujeres en Economía y Finanzas de Córdoba,UCkGfCa_4gJcRj4u4Cge4h1g,Sin descripción,25,279,2.7027027027027027e-05,3.6492799231699704e-06
Economia y Finanzas,UCaCs2XcPYW5XKC_FTOv2llg,Sin descripción,5,487,5.405405405405405e-06,6.369890045103138e-06
Geoeconomía y finanzas,UCn8SVbia5tHM_PzymdU80Fg,"Aquí tendrás las claves sobre economía, mercado inmobiliario, finanzas personales, crisis económica o la inversión en oro, plata y criptomonedas como el Bitcoin

Protégete de los grandes cambios que agitan el mundo estos días e incluso gana dinero en mitad de la tormenta financiera
",2900,250459,0.003135135135135135,0.003275967742929131
Fredy Andrade - Economía Y Finanzas,UCRoyHym32DruHGpJIJuFEUg,En este canal encontraras información relacionada con Economía y Finanzas.,593,67693,0.000641081081081081,0.0008854147162693362
Editorial Economía y Finanzas,UCpaiYHEkah_iZr8Cv46q8Zg," En el año 1968 fue fundada nuestra empresa por el Dr. Teodoro Nichtawitz. Hoy la dirige el Dr. César Talledo Mazú. Desde su inicio su misión fue publicar manuales que trataran los regímenes legales concernientes al ámbito empresarial. Sus notas distintivas fueron y siguen siéndolo la sistematización de las normas tratadas, la inclusión de comentarios, jurisprudencia e informes y su actualización permanente.

Así nacieron nuestros manuales sobre los regímenes tributario, laboral, societario, aduanero y los de competencia del Indecopi, con ostensible presencia en el mercado peruano.

Hoy, en la era digital, estamos abocados a brindar información legal vía internet en los mencionados ámbitos con la calidad de contenido que nos caracteriza. ",0,16307,0.0,0.00021329321758828927
Lorena Alvarez Finanzas Personales ,UC-cu8Ir0HQTbIG-2eA53_6g,"¿Quieres aprender sobre gestión de finanzas personales? 💰. Todos los jueves a las 20:00 h un nuevo vídeo en mi canal 🔝.
Contacto ✉️: consultoria.lorena.alvarez@gmail.com

",124,6720,0.00013405405405405405,8.789663470861004e-05
Cosas de Finanzas,UCBu3cQaQjGclj1TKS7MZkoA,"La verdad es que el dinero puede intimidar, y la mayoría de nosotros no recibimos mucha educación financiera en la escuela. 

En Cosas de Finanzas, nuestro objetivo es hacer accesible el aprendizaje sobre una variedad de temas relacionados con la economía, finanzas y desarrollo personal.

¿Quién no quiere conseguir libertad financiera y construir riqueza? Nosotros queremos compartir contigo los conceptos básicos del dinero, estilo de vida, invertir y otros conceptos y estrategias sobre finanzas.
 
También hablamos sobre las mejores novedades y polémicas en la actualidad que afectan de manera directa o indirecta a la economía y finanzas.

Cualquier duda o sugerencia, puedes dejarla en la sección de comentarios y te responderemos rápidamente. Dicho esto, prepara las palomitas y ponte cómodo para empezar a ver los mejores vídeos sobre Finanzas!

cosasdefinanzascontacto@gmail.com
",1150,97948,0.0012432432432432433,0.001281145770303413
Finanzas iDatos,UCLaM9bHHYJRzteoO1ZtPPbA,"¡Bienvenidos a esta nueva aventura!

Juntos aprenderemos mas sobre las finanzas personales, economía e inversión.

Mostraremos un contenido único y de utilidad que podrás utilizar  para desarrollarte personal y profesionalmente. 

Descubrirás un mundo apasionante y totalmente desconocido para la mayor parte de la sociedad.

Aportar nuestro granito de arena para dar a conocer de que se trata la Educación Financiera

Quédate y síguenos.
Queremos aprender contigo! 🙂

#inversion #economia #educacionfinanciera #finanzaspersonales
",6100,277557,0.0065945945945945945,0.0036304056904490588
Silvia Finanzas Inteligentes,UCPL8GZd3pfcUJJjs-U655lg,Sin descripción,209000,18118488,0.22594594594594594,0.2369872204179069
ECONOMÍA Y FINANZAS,UC-e4FSozlER2PM4s-fOTP6w,Sin descripción,2700,1240419,0.0029189189189189188,0.016224502340568357
Santiago Ortiz - Finanzas y Economía,UCgkkjKS_V6BUqwT7XLwYUww,"Hablo de productos financieros, tarjetas de crédito y temas económicos en general. ",509,76972,0.0005502702702702703,0.0010067827033915374
Economía y Finanzas,UC-WwAKSkDgMk121BmL7qWsw,Sin descripción,2,19,2.1621621621621623e-06,2.485172707535105e-07
Economia y finanzas,UCbjIwcbSGNNanSS_fDvre_Q,Videos que pasan desapercibidos PERO... merecen ser vistos!,1380,106527,0.001491891891891892,0.0013933578579768007
Economía y finanzas ,UCit6_-XFKUcauBiIdIOMGXA,Sin descripción,21,3,2.27027027027027e-05,3.923956906634377e-08
Economía y finanzas,UC07aOkTp6Kvut3sXtrzvQHA,Sin descripción,3,381,3.2432432432432433e-06,4.983425271425658e-06
Economia y Finanzas,UCFRq9gKYtVJq7ij2SSuRwrA,"La cátedra al alcance de todos

Moderadores: Econ. Elis Blanco y el Licdo. Rafael Morales.

📈Economía
💰Finanzas
📢Emprendimiento
📝Negocios y más

",4,33,4.324324324324325e-06,4.3163525972978143e-07
Finanzas Para Ti,UCDnMoP3VSZjGwYbMiV2N0cg,"Bienvenid@ a Finanzas Para Ti !!💥

Canal de finanzas, economía, inversión y asesoramiento financiero.

En este canal nuestra meta es ayudarte y brindarte información educativa acerca de temas relacionados a economía, inversiones, finanzas, ahorros y mucho más.

Aquí podrás adquirir los conocimientos que necesitas para mejorar la gestión de tu dinero y alcanzar tus metas financieras.

Si estas interesado en aprender más sobre estos temas, asegúrate de darle al botón de suscribirse para brindarte de la mejor manera posible!

Para colaboraciones comerciales📥 : Finanzasparatiyt@gmail.com
",7370,405113,0.007967567567567568,0.005298819847724574
Finanzas con Gus,UCrr-NczCJHrwi1oBS97uwnw,"Las finanzas personales y el éxito financiero: lo que nunca nos enseñaron en la escuela. Este canal tiene como propósito educar al público sobre los principios de las finanzas personales y la economia. 

Para partnerships y asuntos de negocios, por favor mandarme un email.

Este no es y no debe considerarse como una guía de inversión. La información en este canal son una expresión subjetiva de los puntos de vista y la opinión personal de Gus y, bajo ninguna circunstancia, el contenido publicado en el mismo debe tratarse como asesoramiento financiero o de inversión. No debe tomar decisiones financieras basadas únicamente en el contenido de este canal: usted es el único responsable de las decisiones y acciones de inversión que realice.

Hacer Trading es arriesgado y podrías perder parte o todo el capital invertido. La información proporcionada tiene fines informativos y educativos únicamente y no representa ningún tipo de asesoramiento financiero y/o recomendación de inversión
",558000,51300285,0.6032432432432432,0.6710003587935397
Ministerio de Economía y Finanzas Uruguay,UCu6vr8WRDa_4vxKeZZS7sxg,"Ministerio de Economía y Finanzas de la República Oriental del Uruguay

Canal de video del organismo rector de la administración de la economía y las finanzas del Estado, donde se publican informes audiovisuales de las actividades relacionadas con la labor del Ministerio, cuyo cometido principal es ejercer ""la conducción superior de la política nacional en materia económica y financiera"".",759,73880,0.0008205405405405405,0.0009663397875404924
Finanzas para Mortales - Educación Financiera,UCIcZI3Hwwfz-tBjrr2b8wjQ,"📚 ¿Quieres ver la #economía y las #finanzas de una manera diferente y que todos podamos entender?

👌 #FinanzasparaMortales es un proyecto de #educacionfinanciera de Banco Santander y Santander Financial Institute (SANFI) que tiene como objetivo acercar el mundo de las finanzas y la economía a los mortales, dos mundos que muchas veces parece que no se entienden, pero que se necesitan. Te esperamos en:

🔗 http://www.finanzasparamortales.es
",9820,816380,0.010616216216216216,0.010678133131460574
El Rincón de la Economía,UC1674yvtgycTZxonFBd7vhw,"

Canal con contenido académico relacionado a la carrera de Economía, Finanzas, Estadística y a fines. Videos con propósito educativo de soporte y complemento.",1160,14023,0.001254054054054054,0.0001834188256724462
Economía y Finanzas Personales,UCT2awhPiC7biJ1DPgiihoyw,"SUSCRÍBETE y mira más Videos de este Canal.

Aquí hablamos de: 
Economía
Finanzas Personales 
Noticias de Actualidad 
Estrategias de Inversion
Reseñas de Plataformas de Inversión 
Reseñas de Aplicaciones para Ganar Dinero 
Estrategias para Ahorrar más dinero 
",124,4391,0.00013405405405405405,5.743364925677182e-05
Gastón Pérez - Finanzas Personales,UC7e0Vos7HfCaq257UBc6f6g,"🙋🏻‍♂️ Soy Gastón, inversor y apasionado por las finanzas personales. 
📺 En este canal analizo diferentes mecanismos de inversión, hablamos de libertad financiera, tips de ahorro, análisis de empresas, entre otras cosas.
📍Vivo en Montevideo, Uruguay pero el contenido del canal aplica a inversores de cualquier parte del mundo (exceptuando algunos videos puntuales para el mercado Uruguayo). 

SUSCRIBITE a este canal y seguime en redes sociales @finanzasgaston

",21000,1023069,0.022702702702702703,0.01338159556171175
MegaTop - Finanzas,UCcqU0WqcZGmV9pbum_7E00w,"¡Bienvenido a MegaTop Finanzas!

🚀 Este sera tu canal confiable y experto para todo lo relacionado con economia, negocios y finanzas. Aquí, buscamos empoderar a individuos y empresas, proporcionando información valiosa y accesible sobre finanzas personales, inversiones, emprendimiento, economía y mucho más.

💘 Con un enfoque en contenidos prácticos y aplicables, ofrecemos una gama de videos educativos en cuanto a finanzas personales, análisis de tendencias del mercado, estrategias de inversión y consejos, ¡entre mucho más!. Ya seas un principiante en el mundo financiero, un empresario en crecimiento, o un inversionista experimentado, encontrarás algo de valor aquí.

💸 Nos esforzamos por proporcionar contenido que sea comprensible, relevante y actualizado, para que puedas tomar decisiones financieras bien fundamentadas.

¡Suscríbete y únete a nuestra comunidad para mejorar tu conocimiento financiero y tener éxito en tus emprendimientos de negocios!
",45300,6371727,0.04897297297297297,0.08334127389612912
"GeoEconomics | Finanzas, Economia y Documentales",UCXtYBAA2F-z1iAVFBgyHyQQ,"Entra al vertiginoso ritmo del mundo, donde nuestra constante evolución impacta nuestras vidas en múltiples direcciones. La economía, las finanzas y la trayectoria de empresas no solo moldean naciones, sino en ocasiones también forjan el destino de cada individuo. El dinero nos atrapa o nos libera. Nos guste o no, así es el mundo en que vivimos.

Bienvenido a este canal, donde encontraras historias y documentales cautivadores que se entrelazan con la esencia misma de la economía, las finanzas, las empresas y los visionarios emprendedores que han moldeado nuestra realidad. Aquí, te sumergirás en relatos reveladores que desvelan los engranajes ocultos del funcionamiento global. Descubrirás historias fascinantes de triunfos, fracasos y desafíos enfrentados por audaces empresarios y la inquebrantable determinación de hombres y mujeres que transformaron el curso de la historia.

Encontrarás documentales e historias fascinantes, sobre finanzas, economía, negocios y el espíritu emprendedor.

",8,53,8.64864864864865e-06,6.932323868387398e-07
"GeoEconomia | Finanzas, Economia y Documentales",UCp4KiOIzAqEXEJTI4FCLtJA,"Entra al vertiginoso ritmo del mundo, donde nuestra constante evolución impacta nuestras vidas en múltiples direcciones. La economía, las finanzas y la trayectoria de empresas no solo moldean naciones, sino en ocasiones también forjan el destino de cada individuo. El dinero nos atrapa o nos libera. Nos guste o no, así es el mundo en que vivimos.

Bienvenido a este canal, donde encontraras historias y documentales cautivadores que se entrelazan con la esencia misma de la economía, las finanzas, las empresas y los visionarios emprendedores que han moldeado nuestra realidad. Aquí, te sumergirás en relatos reveladores que desvelan los engranajes ocultos del funcionamiento global. Descubrirás historias fascinantes de triunfos y desafíos enfrentados por audaces empresarios y la inquebrantable determinación de hombres y mujeres que transformaron el curso de nuestras vidas.

Encontrarás documentales e historias fascinantes, sobre finanzas, economía, negocios y el espíritu emprendedor



",3,9,3.2432432432432433e-06,1.177187071990313e-07
